name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
"Central and trendy Södermalm, 1-2p",Södermalms,Entire home/apt,1.0,1.5,2,110,2771.0,216,19,91.0,59.31403,18.07195,0
Colorful flat in trendy Sofo,Södermalms,Entire home/apt,3.0,1.0,4,5,2000.0,28,17,97.0,59.31363,18.09275,0
City Backpackers - Comfortable 8-bed Apartment,Norrmalms,Entire home/apt,1.0,1.0,8,1,2064.0,350,38,91.0,59.33595,18.05487,0
Bright 3 room apartment,Enskede-Årsta-Vantörs,Entire home/apt,3.0,1.0,4,2,1100.0,23,87,91.0,59.29662,18.07912,0
"Oasis by the lake, 10 min from central Stockholm",Hägersten-Liljeholmens,Entire home/apt,4.0,2.5,6,4,1700.0,0,13,94.0,59.307480000000005,17.97406,0
Beautiful perfectly located flat,Kungsholmens,Entire home/apt,3.0,2.0,5,4,2500.0,239,29,97.0,59.33152,18.03906,0
Nära till allt,Södermalms,Private room,1.0,1.5,2,2,1400.0,363,47,98.0,59.32079,18.05828,0
"Artistic Studio, Central Stockholm",Södermalms,Entire home/apt,1.0,1.5,2,3,971.0,363,20,85.0,59.31834,18.046770000000002,0
"2 Rooms, private entrance Stockholmsmässan, Älvsjö",Enskede-Årsta-Vantörs,Private room,2.0,1.0,2,2,250.0,270,26,98.0,59.27648000000001,18.0221,0
Own room in 2-bedroom flat,Enskede-Årsta-Vantörs,Private room,1.0,1.0,1,1,464.0,46,67,95.0,59.30067,18.04475,0
Cosy room in a spacious and stylish home,Hägersten-Liljeholmens,Private room,1.0,1.0,2,1,473.0,90,114,97.0,59.315059999999995,18.01309,1
"Martin's room, close to metro & city",Hägersten-Liljeholmens,Private room,1.0,1.0,2,1,375.0,0,28,99.0,59.30765,17.99767,1
Great 2 bedroom VERY central,Norrmalms,Private room,2.0,1.0,2,2,799.0,0,20,98.0,59.33531,18.05191,1
Light beautiful apartment Stockholm,Hägersten-Liljeholmens,Entire home/apt,1.0,1.0,2,14,1090.0,270,17,99.0,59.30503,18.003970000000002,0
Stay with starving artist,Skarpnäcks,Private room,1.0,1.5,1,1,600.0,25,30,97.0,59.295,18.11196,0
Cosy apartment in Södermalm,Södermalms,Entire home/apt,1.0,1.0,3,2,900.0,364,23,97.0,59.306430000000006,18.0667,0
Supercentral 19th Cent Apt Södermal,Södermalms,Entire home/apt,2.0,1.0,4,5,990.0,0,19,95.0,59.31204,18.06435,0
2 rooms in beautiful Fredhäll,Kungsholmens,Private room,1.0,1.0,4,1,1300.0,364,10,91.0,59.331790000000005,18.00246,0
Renovated Apartment in SOFO 116km,Södermalms,Entire home/apt,2.0,1.0,4,6,1800.0,0,35,97.0,59.31057,18.085810000000002,0
Lovely apartment at trendySödermalm,Södermalms,Entire home/apt,1.0,1.0,5,2,540.0,0,34,99.0,59.317,18.06674,0
Old town with great view,Södermalms,Entire home/apt,1.0,1.0,3,28,1500.0,319,24,100.0,59.32264,18.06801,1
A great location and a good vibe,Södermalms,Entire home/apt,1.0,1.0,2,2,1100.0,4,67,99.0,59.30924,18.08165,0
Cosy room in the heart of Stockholm,Södermalms,Private room,1.0,1.0,1,2,564.0,37,30,91.0,59.31321,18.060979999999997,0
Studio apartment in Sofo Södermalm,Södermalms,Entire home/apt,1.0,1.0,2,3,1003.0,63,99,97.0,59.31451,18.08942,1
City/Room20sqm/Bed4sqm/Balcony5sqm,Norrmalms,Private room,1.0,1.0,2,28,544.0,270,36,99.0,59.34194,18.030379999999997,0
